,age,sport_licence,niveau_etude,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,anciennete_ans
0,-1.6628417766393493,0,1,2.2232994364799104,-1.0790553932569282,0.9270108177140017,500.0,4.662559890485968
1,-0.9424714911806183,1,2,0.47276308798970174,1.4725302519816827,-1.3420288335949104,786.595928525307,2.707734428473648
3,0.1981147941290391,1,3,1.3368500132025487,0.6105080745362061,0.9270108177140017,7823.303925132546,3.7097878165639973
4,-0.2821320628434482,1,3,-0.34123184155863234,1.4380493648838637,-0.37267875797765254,500.0,5.125256673511293
6,0.4382382226152828,0,0,-1.4191042482682397,1.4035684777860444,-1.5454640441196223,500.0,2.9815195071868583
7,-1.182594919666862,1,4,-1.262566761816637,0.23121831646019608,-1.4923743243317698,29425.13822833588,3.619438740588638
8,-0.9424714911806183,1,4,-0.8341012989005357,1.3690875906882254,-0.37267875797765254,22143.694141361557,2.2614647501711156
9,0.4382382226152828,1,3,0.8717100534606436,-1.423864264235119,0.9270108177140017,23381.42115415252,4.380561259411362
10,0.978515936709331,1,0,-0.5836413205779714,-0.2515141029092707,0.9270108177140017,500.0,5.122518822724161
11,1.2786702223171356,1,3,-0.7052933100489313,-0.4928803125940041,-0.37267875797765254,4324.856803286908,2.190280629705681
12,1.5788245079249401,1,1,-0.1453363585134838,0.19673742936237737,-1.3877909035550136,500.0,3.7426420260095825
13,0.6183307939799655,1,0,0.5970985772284033,-0.458399425496185,0.9270108177140017,500.0,5.040383299110198
14,-0.7023480626943747,0,0,1.4459790037573803,1.5759729132751397,0.9270108177140017,500.0,5.215605749486653
15,-1.3026566339099839,0,1,0.8180400581058083,-1.7341922481154903,0.9270108177140017,500.0,2.412046543463381
16,-0.40219377708657006,0,4,0.1337476173316593,-0.6997656351809185,-0.37267875797765254,500.0,1.8206707734428473
17,-1.3026566339099839,0,3,0.6131995758348538,-0.2859949900070898,0.9270108177140017,500.0,3.9616700889801506
18,-0.7623789198159355,0,0,-0.45930583133926983,0.1277756551667392,-0.37267875797765254,10854.07936402302,0.5119780971937029
19,1.0985776509524527,1,3,0.8162510582606471,1.1622022681013109,-1.5150721030816487,13939.190884194722,4.7118412046543465
20,0.07805307988591727,0,1,0.5380615823380845,-1.148017167452566,-0.37267875797765254,500.0,2.0616016427104724
21,-0.1620703486003264,1,2,0.8323520568670977,1.6794155745685968,0.9270108177140017,500.0,3.0061601642710474
22,-1.242625776788423,1,0,-0.580063320887649,-1.044574506159109,-1.443238260233171,8454.336007043335,5.347022587268994
23,1.5187936508033792,1,0,1.5282729966347943,-0.5963229738874612,-0.37267875797765254,7322.695420891237,4.591375770020534
24,0.4982690797368437,0,3,-1.7643812183843461,1.5759729132751397,-0.37267875797765254,6793.452284371787,4.544832306639288
25,0.1981147941290391,0,1,0.7598975631380701,0.47258452614492974,-1.3603258634414976,500.0,1.106091718001369
26,-1.122564062545301,0,1,-0.9172897917005304,-0.35495676420272776,0.9270108177140017,500.0,3.978097193702943
27,1.1586085080740138,0,3,0.3698955968929343,1.1277213810034918,0.9270108177140017,500.0,4.944558521560575
28,1.5187936508033792,1,1,0.2428766078864909,-0.42391853839836596,-0.37267875797765254,500.0,5.653661875427789
29,-1.6628417766393493,0,4,-0.6632518136876436,-0.458399425496185,0.9270108177140017,7178.331807639605,1.83709787816564
30,1.6388553650465012,1,1,-1.4360997467972707,0.9553169455143967,0.9270108177140017,10699.741376669954,2.7926078028747434
31,0.2581456512506,1,1,-1.3779572518295327,1.231164042296949,-0.37267875797765254,500.0,5.711156741957564
32,1.2186393651955747,1,3,-0.7017153103586089,0.058813880971101,0.9270108177140017,12691.20933726451,5.765913757700205
33,-1.0025023483021793,0,3,2.1007529470863697,-0.2515141029092707,-1.4508804349382378,32406.363429223,5.754962354551677
34,1.3987319365602575,1,4,0.7348515653058137,0.09329476806892009,0.9270108177140017,14959.704183298292,0.8761122518822724
35,0.7383925082230873,0,4,0.7464800642993613,-0.8721700706700137,-0.37267875797765254,500.0,2.0342231348391513
37,-0.8224097769374965,0,2,1.047926538209019,1.1277213810034918,0.9270108177140017,500.0,0.5366187542778919
38,-0.7023480626943747,0,4,-0.2562543489134766,1.058759606807854,-0.37267875797765254,13336.458815540716,3.923340177960301
39,-1.4227183481531056,0,4,-0.5317603250682974,1.3346067035904063,0.9270108177140017,500.0,1.3004791238877482
40,0.5582999368584046,0,2,0.9289580485058011,-0.5273611996918233,-1.498880570347682,6275.995657375264,0.5147159479808351
41,0.4382382226152828,1,1,-0.16143735711993437,-1.423864264235119,-1.3539417882457,500.0,1.6125941136208077
42,-1.7228726337609102,1,3,1.7357969786734904,1.3001258164925873,0.9270108177140017,23586.21984120104,5.607118412046543
43,1.1586085080740138,0,4,1.4334560048412521,-0.9411318448656519,-0.37267875797765254,29327.468801877967,3.2908966461327855
44,0.4382382226152828,0,2,-1.7643812183843461,-0.9411318448656519,-1.5075780929882105,500.0,0.5201916495550992
45,1.0385467938308919,1,1,0.048770124686503546,0.47258452614492974,-0.37267875797765254,6766.208142869146,3.030800821355236
46,-1.7228726337609102,0,4,0.5836810783896945,1.5414920261773206,0.9270108177140017,500.0,5.404517453798768
47,1.1586085080740138,1,2,0.14000911678972341,0.7484316229274821,0.9270108177140017,500.0,2.847364818617385
48,-0.462224634208131,1,0,1.6356129873444647,1.0932404939056726,-0.37267875797765254,6527.309924135625,4.788501026694045
50,-0.40219377708657006,1,0,1.0944405341832097,-0.01014789322453719,0.9270108177140017,500.0,4.689938398357289
